Flow ID,Flow,HS4 4 Digit ID,HS4 4 Digit,Date Year,State ID,State,Chapter 4 Digit ID,Chapter 4 Digit,Trade Value
2,Exports,63004,"Medicaments Consisting of Mixed or Unmixed Products, Preparations for Therapeutic or Prophylactic Uses",2021,14,Jalisco,6,Chemical Products,163126707
2,Exports,63004,"Medicaments Consisting of Mixed or Unmixed Products, Preparations for Therapeutic or Prophylactic Uses",2021,19,Nuevo León,6,Chemical Products,1400447
2,Exports,63004,"Medicaments Consisting of Mixed or Unmixed Products, Preparations for Therapeutic or Prophylactic Uses",2021,26,Sonora,6,Chemical Products,6455767
2,Exports,63005,"Gauzes, Bandages and Similar Items, Conditioned for Retail Sale for Medical, Surgical, Dental or Veterinary Purposes",2021,9,Ciudad de México,6,Chemical Products,7692907
2,Exports,63005,"Gauzes, Bandages and Similar Items, Conditioned for Retail Sale for Medical, Surgical, Dental or Veterinary Purposes",2021,14,Jalisco,6,Chemical Products,2945050
2,Exports,63005,"Gauzes, Bandages and Similar Items, Conditioned for Retail Sale for Medical, Surgical, Dental or Veterinary Purposes",2021,26,Sonora,6,Chemical Products,1055787
2,Exports,63006,Pharmaceutical Goods Specified in Note 4 of this Chapter is Concerned,2021,9,Ciudad de México,6,Chemical Products,29426144
2,Exports,63006,Pharmaceutical Goods Specified in Note 4 of this Chapter is Concerned,2021,14,Jalisco,6,Chemical Products,10003948
2,Exports,63006,Pharmaceutical Goods Specified in Note 4 of this Chapter is Concerned,2021,26,Sonora,6,Chemical Products,5703141
2,Exports,63101,"Fertilizers of Animal or Vegetable Origin, even Mixed together or Chemically Treated; Fertilizers Produced by the Mixing or Chemical Treatment of Animal or Vegetable Origin",2021,19,Nuevo León,6,Chemical Products,3733321
2,Exports,63102,Mineral or Chemical Nitrogenados,2021,9,Ciudad de México,6,Chemical Products,244214
2,Exports,63102,Mineral or Chemical Nitrogenados,2021,14,Jalisco,6,Chemical Products,1794373
2,Exports,63102,Mineral or Chemical Nitrogenados,2021,19,Nuevo León,6,Chemical Products,908203
2,Exports,63104,Mineral or Chemical Potassic,2021,9,Ciudad de México,6,Chemical Products,179887
2,Exports,63104,Mineral or Chemical Potassic,2021,14,Jalisco,6,Chemical Products,1031505
2,Exports,63104,Mineral or Chemical Potassic,2021,19,Nuevo León,6,Chemical Products,10795
2,Exports,63105,"Mineral or Chemical, with two or three of the Fertilizing Elements Nitrogen, Phosphorus and Potassium; in Packages of a Weight not Exceeding 10 Kg Gross",2021,9,Ciudad de México,6,Chemical Products,267326
2,Exports,63105,"Mineral or Chemical, with two or three of the Fertilizing Elements Nitrogen, Phosphorus and Potassium; in Packages of a Weight not Exceeding 10 Kg Gross",2021,14,Jalisco,6,Chemical Products,7340630
2,Exports,63105,"Mineral or Chemical, with two or three of the Fertilizing Elements Nitrogen, Phosphorus and Potassium; in Packages of a Weight not Exceeding 10 Kg Gross",2021,19,Nuevo León,6,Chemical Products,25034504
2,Exports,63105,"Mineral or Chemical, with two or three of the Fertilizing Elements Nitrogen, Phosphorus and Potassium; in Packages of a Weight not Exceeding 10 Kg Gross",2021,26,Sonora,6,Chemical Products,202147
2,Exports,63202,"Synthetic Organic Tanning Substances; Inorganic Tanning Substances; Tanning Preparations, even with Natural Tanning Substances; Enzymatic Preparations for Pre",2021,9,Ciudad de México,6,Chemical Products,172592
2,Exports,63203,"Coloring Matter of Vegetable or Animal Origin (Including Dyeing Extracts but Excluding Animal Black), whether or not Chemically Defined; Preparations Note 3 of this Chapter is Based on Coloring Matter of Vegetable or Animal Origin",2021,9,Ciudad de México,6,Chemical Products,3751599
2,Exports,63203,"Coloring Matter of Vegetable or Animal Origin (Including Dyeing Extracts but Excluding Animal Black), whether or not Chemically Defined; Preparations Note 3 of this Chapter is Based on Coloring Matter of Vegetable or Animal Origin",2021,14,Jalisco,6,Chemical Products,118314
2,Exports,63203,"Coloring Matter of Vegetable or Animal Origin (Including Dyeing Extracts but Excluding Animal Black), whether or not Chemically Defined; Preparations Note 3 of this Chapter is Based on Coloring Matter of Vegetable or Animal Origin",2021,19,Nuevo León,6,Chemical Products,397531
2,Exports,63204,"Synthetic Organic Coloring Matter, whether or not Chemically Defined Constitution; Preparations Note 3 of this Chapter Applies Based Synthetic Organic Coloring Matter; Synthetic Organic Products of a Kind Used as Fluorescent Brightening Agents or as Luminophores, whether or Chemically Defined",2021,9,Ciudad de México,6,Chemical Products,41792952
2,Exports,63204,"Synthetic Organic Coloring Matter, whether or not Chemically Defined Constitution; Preparations Note 3 of this Chapter Applies Based Synthetic Organic Coloring Matter; Synthetic Organic Products of a Kind Used as Fluorescent Brightening Agents or as Luminophores, whether or Chemically Defined",2021,14,Jalisco,6,Chemical Products,1524542
2,Exports,63204,"Synthetic Organic Coloring Matter, whether or not Chemically Defined Constitution; Preparations Note 3 of this Chapter Applies Based Synthetic Organic Coloring Matter; Synthetic Organic Products of a Kind Used as Fluorescent Brightening Agents or as Luminophores, whether or Chemically Defined",2021,19,Nuevo León,6,Chemical Products,4529721
2,Exports,63204,"Synthetic Organic Coloring Matter, whether or not Chemically Defined Constitution; Preparations Note 3 of this Chapter Applies Based Synthetic Organic Coloring Matter; Synthetic Organic Products of a Kind Used as Fluorescent Brightening Agents or as Luminophores, whether or Chemically Defined",2021,26,Sonora,6,Chemical Products,32260
2,Exports,63205,Lakes; Preparations Note 3 this Chapter Addresses Based on Color Lakes,2021,9,Ciudad de México,6,Chemical Products,100012
2,Exports,63206,"Other Coloring Matter; Preparations; Inorganic Products of a Kind Used as Luminophores, whether or not Chemically Defined",2021,9,Ciudad de México,6,Chemical Products,427270317
2,Exports,63206,"Other Coloring Matter; Preparations; Inorganic Products of a Kind Used as Luminophores, whether or not Chemically Defined",2021,14,Jalisco,6,Chemical Products,1738459
2,Exports,63206,"Other Coloring Matter; Preparations; Inorganic Products of a Kind Used as Luminophores, whether or not Chemically Defined",2021,19,Nuevo León,6,Chemical Products,14651524
2,Exports,63206,"Other Coloring Matter; Preparations; Inorganic Products of a Kind Used as Luminophores, whether or not Chemically Defined",2021,26,Sonora,6,Chemical Products,339576
2,Exports,63207,"Pigments, Opacifiers, Prepared Colors, Engobes, Brighteners (Glosses) Liquid and Similar Preparations, of a Kind Used in Ceramics, Enamelling or Glass Industry; Glass Frit and other Glass in Powder, Granules or Flakes",2021,9,Ciudad de México,6,Chemical Products,129879
2,Exports,63207,"Pigments, Opacifiers, Prepared Colors, Engobes, Brighteners (Glosses) Liquid and Similar Preparations, of a Kind Used in Ceramics, Enamelling or Glass Industry; Glass Frit and other Glass in Powder, Granules or Flakes",2021,14,Jalisco,6,Chemical Products,12277
2,Exports,63207,"Pigments, Opacifiers, Prepared Colors, Engobes, Brighteners (Glosses) Liquid and Similar Preparations, of a Kind Used in Ceramics, Enamelling or Glass Industry; Glass Frit and other Glass in Powder, Granules or Flakes",2021,19,Nuevo León,6,Chemical Products,34446176
2,Exports,63208,"Paints and Varnishes Based Natural Polymers Synthetic or Modified, in a Dispersed or Dissolved Non-Aqueous Medium",2021,9,Ciudad de México,6,Chemical Products,29435507
2,Exports,63208,"Paints and Varnishes Based Natural Polymers Synthetic or Modified, in a Dispersed or Dissolved Non-Aqueous Medium",2021,14,Jalisco,6,Chemical Products,3979103
2,Exports,63208,"Paints and Varnishes Based Natural Polymers Synthetic or Modified, in a Dispersed or Dissolved Non-Aqueous Medium",2021,19,Nuevo León,6,Chemical Products,18121684
2,Exports,63208,"Paints and Varnishes Based Natural Polymers Synthetic or Modified, in a Dispersed or Dissolved Non-Aqueous Medium",2021,26,Sonora,6,Chemical Products,30534
2,Exports,63209,"Paint and Coatings Based Polymers Synthetic or Modified Natural, Dispersed or Dissolved in a Aqueous",2021,9,Ciudad de México,6,Chemical Products,33682768
2,Exports,63209,"Paint and Coatings Based Polymers Synthetic or Modified Natural, Dispersed or Dissolved in a Aqueous",2021,14,Jalisco,6,Chemical Products,453590
2,Exports,63209,"Paint and Coatings Based Polymers Synthetic or Modified Natural, Dispersed or Dissolved in a Aqueous",2021,19,Nuevo León,6,Chemical Products,1549526
2,Exports,63210,Other Paints and Varnishes; Prepared Water Pigments of a Kind Used for Finishing Leather,2021,26,Sonora,6,Chemical Products,2411
2,Exports,63211,Prepared Driers,2021,9,Ciudad de México,6,Chemical Products,10222
2,Exports,63212,"Pigments (Including Metallic Powders and Flakes) Dispersed in Non-Aqueous Media, in Liquid or Paste Form, of a Kind Used for the Manufacture of Paints; Leaves Stamping Fire; Dyes and other Coloring Matter put up in Forms or Packings for Retail",2021,9,Ciudad de México,6,Chemical Products,3866745
2,Exports,63212,"Pigments (Including Metallic Powders and Flakes) Dispersed in Non-Aqueous Media, in Liquid or Paste Form, of a Kind Used for the Manufacture of Paints; Leaves Stamping Fire; Dyes and other Coloring Matter put up in Forms or Packings for Retail",2021,19,Nuevo León,6,Chemical Products,451899
2,Exports,63213,"Artists' Colors, Education, Poster Paint, Modifying Tints, Amusement Colors and the Like, in Tablets, Tubes, Jars, Bottles or in Similar Forms or Packings",2021,9,Ciudad de México,6,Chemical Products,460694
2,Exports,63213,"Artists' Colors, Education, Poster Paint, Modifying Tints, Amusement Colors and the Like, in Tablets, Tubes, Jars, Bottles or in Similar Forms or Packings",2021,14,Jalisco,6,Chemical Products,24570
2,Exports,63214,"Putty, Resin Cement and other Mastics; Putties (Fillings) Used in Paint",2021,9,Ciudad de México,6,Chemical Products,5236399
2,Exports,63214,"Putty, Resin Cement and other Mastics; Putties (Fillings) Used in Paint",2021,14,Jalisco,6,Chemical Products,1452731
2,Exports,63214,"Putty, Resin Cement and other Mastics; Putties (Fillings) Used in Paint",2021,19,Nuevo León,6,Chemical Products,41818314
2,Exports,63214,"Putty, Resin Cement and other Mastics; Putties (Fillings) Used in Paint",2021,26,Sonora,6,Chemical Products,21640
2,Exports,63215,"Inks Ink, Writing or Drawing Ink and other Inks, whether or not Concentrated or Solid",2021,9,Ciudad de México,6,Chemical Products,12390201
2,Exports,63215,"Inks Ink, Writing or Drawing Ink and other Inks, whether or not Concentrated or Solid",2021,14,Jalisco,6,Chemical Products,2928990
2,Exports,63215,"Inks Ink, Writing or Drawing Ink and other Inks, whether or not Concentrated or Solid",2021,19,Nuevo León,6,Chemical Products,334369
2,Exports,63215,"Inks Ink, Writing or Drawing Ink and other Inks, whether or not Concentrated or Solid",2021,26,Sonora,6,Chemical Products,164793
2,Exports,63301,"Essential Oils (Terpeneless or Not), Including the 'Concrete' or 'Absolute'; Resinoids; Extracted Oleoresins; Concentrates of Essential Oils in Fats, Fixed Oils, Waxes or Similar Materials, Obtained by Enfleurage or Maceration; Terpenic Byproducts of the Deterpenation of Essential Oils; Aqueous Distillates and Aqueous Solutions of Essential Oils",2021,9,Ciudad de México,6,Chemical Products,5861660
2,Exports,63301,"Essential Oils (Terpeneless or Not), Including the 'Concrete' or 'Absolute'; Resinoids; Extracted Oleoresins; Concentrates of Essential Oils in Fats, Fixed Oils, Waxes or Similar Materials, Obtained by Enfleurage or Maceration; Terpenic Byproducts of the Deterpenation of Essential Oils; Aqueous Distillates and Aqueous Solutions of Essential Oils",2021,14,Jalisco,6,Chemical Products,9374787
2,Exports,63301,"Essential Oils (Terpeneless or Not), Including the 'Concrete' or 'Absolute'; Resinoids; Extracted Oleoresins; Concentrates of Essential Oils in Fats, Fixed Oils, Waxes or Similar Materials, Obtained by Enfleurage or Maceration; Terpenic Byproducts of the Deterpenation of Essential Oils; Aqueous Distillates and Aqueous Solutions of Essential Oils",2021,19,Nuevo León,6,Chemical Products,54355445
2,Exports,63302,Mixtures of Odoriferous Substances and Mixtures for the Manufacture of Beverages,2021,9,Ciudad de México,6,Chemical Products,51018031
2,Exports,63302,Mixtures of Odoriferous Substances and Mixtures for the Manufacture of Beverages,2021,14,Jalisco,6,Chemical Products,5618427
2,Exports,63302,Mixtures of Odoriferous Substances and Mixtures for the Manufacture of Beverages,2021,19,Nuevo León,6,Chemical Products,33527547
2,Exports,63303,Perfumes and Toilet Waters,2021,9,Ciudad de México,6,Chemical Products,55844176
2,Exports,63303,Perfumes and Toilet Waters,2021,14,Jalisco,6,Chemical Products,198005
2,Exports,63303,Perfumes and Toilet Waters,2021,19,Nuevo León,6,Chemical Products,1627814
2,Exports,63304,"Beauty, Makeup and Skin Care Preparations, except for Medications, Including Sunscreen, Preparations for Manicures or Pedicures",2021,9,Ciudad de México,6,Chemical Products,103642769
2,Exports,63304,"Beauty, Makeup and Skin Care Preparations, except for Medications, Including Sunscreen, Preparations for Manicures or Pedicures",2021,14,Jalisco,6,Chemical Products,24509560
2,Exports,63304,"Beauty, Makeup and Skin Care Preparations, except for Medications, Including Sunscreen, Preparations for Manicures or Pedicures",2021,19,Nuevo León,6,Chemical Products,1534122
2,Exports,63304,"Beauty, Makeup and Skin Care Preparations, except for Medications, Including Sunscreen, Preparations for Manicures or Pedicures",2021,26,Sonora,6,Chemical Products,1470482
2,Exports,63305,Capillaries Preparations,2021,9,Ciudad de México,6,Chemical Products,108291636
2,Exports,63305,Capillaries Preparations,2021,14,Jalisco,6,Chemical Products,70142021
2,Exports,63305,Capillaries Preparations,2021,19,Nuevo León,6,Chemical Products,2018281
2,Exports,63306,"Preparations for Oral or Dental Hygiene, Including Powders and Creams Denture Fixative; Yarn Used to Clean between the Teeth (Dental Floss), in Individual Packings for Retail",2021,9,Ciudad de México,6,Chemical Products,5111182
2,Exports,63306,"Preparations for Oral or Dental Hygiene, Including Powders and Creams Denture Fixative; Yarn Used to Clean between the Teeth (Dental Floss), in Individual Packings for Retail",2021,14,Jalisco,6,Chemical Products,2059118
2,Exports,63307,"Perfumery, Cosmetic or Toilet Preparations; Pre-Shave, Shaving, After-Shave, Bath Preparations",2021,9,Ciudad de México,6,Chemical Products,48434386
2,Exports,63307,"Perfumery, Cosmetic or Toilet Preparations; Pre-Shave, Shaving, After-Shave, Bath Preparations",2021,14,Jalisco,6,Chemical Products,14555303
2,Exports,63307,"Perfumery, Cosmetic or Toilet Preparations; Pre-Shave, Shaving, After-Shave, Bath Preparations",2021,19,Nuevo León,6,Chemical Products,532050
2,Exports,63307,"Perfumery, Cosmetic or Toilet Preparations; Pre-Shave, Shaving, After-Shave, Bath Preparations",2021,26,Sonora,6,Chemical Products,198364803
2,Exports,63401,"Soap; Products and Preparations for Use as Soap, in Bars, Chunks or Stampings or Molded, not Containing Soap; Products and Preparations for Washing the Skin, Liquid or Cream and put up for Retail not Containing Soap; Paper, Wadding, Felt and Nonwovens, Impregnated, Coated or Covered with Soap or Detergent",2021,9,Ciudad de México,6,Chemical Products,70189940
2,Exports,63401,"Soap; Products and Preparations for Use as Soap, in Bars, Chunks or Stampings or Molded, not Containing Soap; Products and Preparations for Washing the Skin, Liquid or Cream and put up for Retail not Containing Soap; Paper, Wadding, Felt and Nonwovens, Impregnated, Coated or Covered with Soap or Detergent",2021,14,Jalisco,6,Chemical Products,14633882
2,Exports,63401,"Soap; Products and Preparations for Use as Soap, in Bars, Chunks or Stampings or Molded, not Containing Soap; Products and Preparations for Washing the Skin, Liquid or Cream and put up for Retail not Containing Soap; Paper, Wadding, Felt and Nonwovens, Impregnated, Coated or Covered with Soap or Detergent",2021,19,Nuevo León,6,Chemical Products,14170559
2,Exports,63401,"Soap; Products and Preparations for Use as Soap, in Bars, Chunks or Stampings or Molded, not Containing Soap; Products and Preparations for Washing the Skin, Liquid or Cream and put up for Retail not Containing Soap; Paper, Wadding, Felt and Nonwovens, Impregnated, Coated or Covered with Soap or Detergent",2021,26,Sonora,6,Chemical Products,362992
2,Exports,63402,"Surface-Active, Washing (Including Auxiliary Washing) and Cleaning Preparations, Containing Soap or Not",2021,9,Ciudad de México,6,Chemical Products,104198321
2,Exports,63402,"Surface-Active, Washing (Including Auxiliary Washing) and Cleaning Preparations, Containing Soap or Not",2021,14,Jalisco,6,Chemical Products,35371150
2,Exports,63402,"Surface-Active, Washing (Including Auxiliary Washing) and Cleaning Preparations, Containing Soap or Not",2021,19,Nuevo León,6,Chemical Products,66912287
2,Exports,63402,"Surface-Active, Washing (Including Auxiliary Washing) and Cleaning Preparations, Containing Soap or Not",2021,26,Sonora,6,Chemical Products,3708592
2,Exports,63403,"Lubricant Preparations for Textile, Oily, Oily, Leather and Skin Greasing, or other Matter, except that they Contain Petroleum Oils or Bituminous Mineral <= 70% by Weight",2021,9,Ciudad de México,6,Chemical Products,4070519
2,Exports,63403,"Lubricant Preparations for Textile, Oily, Oily, Leather and Skin Greasing, or other Matter, except that they Contain Petroleum Oils or Bituminous Mineral <= 70% by Weight",2021,14,Jalisco,6,Chemical Products,4153074
2,Exports,63403,"Lubricant Preparations for Textile, Oily, Oily, Leather and Skin Greasing, or other Matter, except that they Contain Petroleum Oils or Bituminous Mineral <= 70% by Weight",2021,19,Nuevo León,6,Chemical Products,3856895
2,Exports,63403,"Lubricant Preparations for Textile, Oily, Oily, Leather and Skin Greasing, or other Matter, except that they Contain Petroleum Oils or Bituminous Mineral <= 70% by Weight",2021,26,Sonora,6,Chemical Products,28892
2,Exports,63404,Artificial Waxes and Prepared Waxes,2021,9,Ciudad de México,6,Chemical Products,6006591
2,Exports,63404,Artificial Waxes and Prepared Waxes,2021,14,Jalisco,6,Chemical Products,456965
2,Exports,63404,Artificial Waxes and Prepared Waxes,2021,19,Nuevo León,6,Chemical Products,4396092
2,Exports,63405,"Bitumen and Shoe Polish Polishes, (Lustres) Coachwork, Glass or Metal Powders and Pastes Scouring and Similar Preparations (Whether Paper, Wadding, Felt, Non-Wovens, Plastics or Cellular Rubber, Impregnated, Coated or Covered such Preparations), Excluding Waxes of Heading 3404",2021,9,Ciudad de México,6,Chemical Products,1794161
2,Exports,63405,"Bitumen and Shoe Polish Polishes, (Lustres) Coachwork, Glass or Metal Powders and Pastes Scouring and Similar Preparations (Whether Paper, Wadding, Felt, Non-Wovens, Plastics or Cellular Rubber, Impregnated, Coated or Covered such Preparations), Excluding Waxes of Heading 3404",2021,14,Jalisco,6,Chemical Products,423430
2,Exports,63405,"Bitumen and Shoe Polish Polishes, (Lustres) Coachwork, Glass or Metal Powders and Pastes Scouring and Similar Preparations (Whether Paper, Wadding, Felt, Non-Wovens, Plastics or Cellular Rubber, Impregnated, Coated or Covered such Preparations), Excluding Waxes of Heading 3404",2021,19,Nuevo León,6,Chemical Products,5602329
2,Exports,63406,Candles and Related Articles,2021,9,Ciudad de México,6,Chemical Products,233242
2,Exports,63406,Candles and Related Articles,2021,14,Jalisco,6,Chemical Products,7172206
2,Exports,63406,Candles and Related Articles,2021,19,Nuevo León,6,Chemical Products,42814492
2,Exports,63407,"Modeling Pastes, Including those put up for Children'S Amusement; Preparations Known as ""Dental Waxes"" O ""Printing Dental for Compounds', put up in Sets, in Packings for Retail or in Plates, Horseshoes, Sticks or Similar Forms; other Dental Preparations Based Plaster",2021,9,Ciudad de México,6,Chemical Products,16822830
2,Exports,63503,"Gelatins (Whether or not in Square or Rectangular Sheets, whether or not Worked or Colored on the Surface) and their Derivatives; Isinglass; other Glues of Animal Origin, Excluding Casein Glues of Heading 3501",2021,9,Ciudad de México,6,Chemical Products,758164
2,Exports,63504,"Peptones and their Derivatives; Protein other Materials and Derivatives, not Specified or Included Elsewhere; Hides and Skins Powder, whether or not Chromed",2021,9,Ciudad de México,6,Chemical Products,55631
2,Exports,63504,"Peptones and their Derivatives; Protein other Materials and Derivatives, not Specified or Included Elsewhere; Hides and Skins Powder, whether or not Chromed",2021,14,Jalisco,6,Chemical Products,12870
2,Exports,63505,"Dextrins and other Modified Starches (Eg Starches Pregelatinized or Esterified); Glues Based on Starch, Dextrin or other Starches Modified",2021,9,Ciudad de México,6,Chemical Products,68625
2,Exports,63505,"Dextrins and other Modified Starches (Eg Starches Pregelatinized or Esterified); Glues Based on Starch, Dextrin or other Starches Modified",2021,14,Jalisco,6,Chemical Products,13535316
2,Exports,63505,"Dextrins and other Modified Starches (Eg Starches Pregelatinized or Esterified); Glues Based on Starch, Dextrin or other Starches Modified",2021,19,Nuevo León,6,Chemical Products,69560
2,Exports,63506,"Products Suitable for Use as Glues or Adhesives, put up for Retail as Glues or Adhesives, Net Weight not Exceeding 1 Kg",2021,9,Ciudad de México,6,Chemical Products,6343025
2,Exports,63506,"Products Suitable for Use as Glues or Adhesives, put up for Retail as Glues or Adhesives, Net Weight not Exceeding 1 Kg",2021,14,Jalisco,6,Chemical Products,2797405
2,Exports,63506,"Products Suitable for Use as Glues or Adhesives, put up for Retail as Glues or Adhesives, Net Weight not Exceeding 1 Kg",2021,19,Nuevo León,6,Chemical Products,20736551
2,Exports,63506,"Products Suitable for Use as Glues or Adhesives, put up for Retail as Glues or Adhesives, Net Weight not Exceeding 1 Kg",2021,26,Sonora,6,Chemical Products,4163444
2,Exports,63507,Enzymes; Prepared Enzymes not elsewhere Specified or Included Mate,2021,9,Ciudad de México,6,Chemical Products,34323876
2,Exports,63507,Enzymes; Prepared Enzymes not elsewhere Specified or Included Mate,2021,14,Jalisco,6,Chemical Products,377911
2,Exports,63605,"Phosphors (Matchsticks), other than those of Heading 3604 Pyrotechnics",2021,9,Ciudad de México,6,Chemical Products,597970
2,Exports,63701,"Planas Plates and Film Photography, Sensitized, Unexposed, Paper, Paperboard or Textiles; Planas Instant Photographic Film, Sensitized, Unexposed, whether or not in Packs",2021,9,Ciudad de México,6,Chemical Products,1468863
2,Exports,63701,"Planas Plates and Film Photography, Sensitized, Unexposed, Paper, Paperboard or Textiles; Planas Instant Photographic Film, Sensitized, Unexposed, whether or not in Packs",2021,14,Jalisco,6,Chemical Products,28134331
2,Exports,63702,"Photographic Film in Rolls, Sensitized, Unexposed, Paper, Paperboard or Textiles; Photographic Film in Rolls, Sensitized, Unexposed",2021,9,Ciudad de México,6,Chemical Products,285764
2,Exports,63707,"Chemical Preparations for Photographic Uses, except Varnishes, Glues, Adhesives and Similar Preparations; Unmixed Products for Photographic Uses, in Measured Doses or put up for Retail Ready for Use",2021,9,Ciudad de México,6,Chemical Products,248139
2,Exports,63707,"Chemical Preparations for Photographic Uses, except Varnishes, Glues, Adhesives and Similar Preparations; Unmixed Products for Photographic Uses, in Measured Doses or put up for Retail Ready for Use",2021,14,Jalisco,6,Chemical Products,99188
2,Exports,63707,"Chemical Preparations for Photographic Uses, except Varnishes, Glues, Adhesives and Similar Preparations; Unmixed Products for Photographic Uses, in Measured Doses or put up for Retail Ready for Use",2021,19,Nuevo León,6,Chemical Products,32456
2,Exports,63801,"Artificial Graphite; Colloidal Graphite or Semi; Preparations of Graphite or other Carbon in the Form of Pastes, Blocks, Plates or other Semimanufactures",2021,9,Ciudad de México,6,Chemical Products,5320
2,Exports,63801,"Artificial Graphite; Colloidal Graphite or Semi; Preparations of Graphite or other Carbon in the Form of Pastes, Blocks, Plates or other Semimanufactures",2021,14,Jalisco,6,Chemical Products,42158
2,Exports,63801,"Artificial Graphite; Colloidal Graphite or Semi; Preparations of Graphite or other Carbon in the Form of Pastes, Blocks, Plates or other Semimanufactures",2021,19,Nuevo León,6,Chemical Products,66172403
2,Exports,63802,"Activated Carbon; Activated Natural Mineral Materials; Animal Black, Including Worn Out",2021,9,Ciudad de México,6,Chemical Products,197107
2,Exports,63802,"Activated Carbon; Activated Natural Mineral Materials; Animal Black, Including Worn Out",2021,14,Jalisco,6,Chemical Products,12148447
2,Exports,63802,"Activated Carbon; Activated Natural Mineral Materials; Animal Black, Including Worn Out",2021,19,Nuevo León,6,Chemical Products,1597064
2,Exports,63802,"Activated Carbon; Activated Natural Mineral Materials; Animal Black, Including Worn Out",2021,26,Sonora,6,Chemical Products,2132001
2,Exports,63805,"Essences Turpentine, Pine Wood Pulp Cellulose Al O Sulfate (Sulfate Turpentine) and other Essences Terpene the Distillation or other Treatment of Coniferous Wood; Crude Dipentene; Cellulosic Pulp Essence Sulphite (Bisulphite Turpentine) and other Crude Para-Cymene; Pine Oil Containing Alpha- Terpineol as the Main Component",2021,9,Ciudad de México,6,Chemical Products,1060908
2,Exports,63806,"Rosin and Resin Acids, and Derivatives Thereof; Essence and Rosin Oils; Gums",2021,9,Ciudad de México,6,Chemical Products,28993775
2,Exports,63806,"Rosin and Resin Acids, and Derivatives Thereof; Essence and Rosin Oils; Gums",2021,19,Nuevo León,6,Chemical Products,632136
2,Exports,63808,"Insecticides, Fungicides, Plant Growth Regulators, Disinfectants and the Like, for Retail Sale or as Preparations or Articles",2021,9,Ciudad de México,6,Chemical Products,147295522
2,Exports,63808,"Insecticides, Fungicides, Plant Growth Regulators, Disinfectants and the Like, for Retail Sale or as Preparations or Articles",2021,14,Jalisco,6,Chemical Products,44176007
2,Exports,63808,"Insecticides, Fungicides, Plant Growth Regulators, Disinfectants and the Like, for Retail Sale or as Preparations or Articles",2021,19,Nuevo León,6,Chemical Products,7430696
2,Exports,63808,"Insecticides, Fungicides, Plant Growth Regulators, Disinfectants and the Like, for Retail Sale or as Preparations or Articles",2021,26,Sonora,6,Chemical Products,29561099
2,Exports,63809,"Sizings and Finishing Products, Accelerate the Dyeing or Fixing of Dyestuffs and other Products and Preparations (For Example, Dressings and Mordants), of a Kind Used in the Textile, Paper, Leather or Like Industries, not elsewhere Specified or Included Elsewhere",2021,9,Ciudad de México,6,Chemical Products,8235365
2,Exports,63809,"Sizings and Finishing Products, Accelerate the Dyeing or Fixing of Dyestuffs and other Products and Preparations (For Example, Dressings and Mordants), of a Kind Used in the Textile, Paper, Leather or Like Industries, not elsewhere Specified or Included Elsewhere",2021,14,Jalisco,6,Chemical Products,3447046
2,Exports,63809,"Sizings and Finishing Products, Accelerate the Dyeing or Fixing of Dyestuffs and other Products and Preparations (For Example, Dressings and Mordants), of a Kind Used in the Textile, Paper, Leather or Like Industries, not elsewhere Specified or Included Elsewhere",2021,19,Nuevo León,6,Chemical Products,44978006
2,Exports,63810,Pickling Preparations for Metal; Auxiliary Streams and other Preparations for Welding Metal; Pastes and Powders Pastes Consisting of Metal and other Materials; Preparations Kind Used for Coating or Filling Electrodes or Welding Rods,2021,9,Ciudad de México,6,Chemical Products,854575
2,Exports,63810,Pickling Preparations for Metal; Auxiliary Streams and other Preparations for Welding Metal; Pastes and Powders Pastes Consisting of Metal and other Materials; Preparations Kind Used for Coating or Filling Electrodes or Welding Rods,2021,14,Jalisco,6,Chemical Products,291113
2,Exports,63810,Pickling Preparations for Metal; Auxiliary Streams and other Preparations for Welding Metal; Pastes and Powders Pastes Consisting of Metal and other Materials; Preparations Kind Used for Coating or Filling Electrodes or Welding Rods,2021,19,Nuevo León,6,Chemical Products,25507239
2,Exports,63810,Pickling Preparations for Metal; Auxiliary Streams and other Preparations for Welding Metal; Pastes and Powders Pastes Consisting of Metal and other Materials; Preparations Kind Used for Coating or Filling Electrodes or Welding Rods,2021,26,Sonora,6,Chemical Products,14616
2,Exports,63811,"Anti-Knock Preparations, Oxidation Inhibitors, Gum Inhibitors, Viscosity Improvers, Corrosion Inhibitors and other Prepared Additives for Mineral Oils (Including Gasoline) or for other Liquids Used for the same Purposes as Mineral Oils",2021,9,Ciudad de México,6,Chemical Products,156656075
2,Exports,63811,"Anti-Knock Preparations, Oxidation Inhibitors, Gum Inhibitors, Viscosity Improvers, Corrosion Inhibitors and other Prepared Additives for Mineral Oils (Including Gasoline) or for other Liquids Used for the same Purposes as Mineral Oils",2021,14,Jalisco,6,Chemical Products,7613528
2,Exports,63811,"Anti-Knock Preparations, Oxidation Inhibitors, Gum Inhibitors, Viscosity Improvers, Corrosion Inhibitors and other Prepared Additives for Mineral Oils (Including Gasoline) or for other Liquids Used for the same Purposes as Mineral Oils",2021,19,Nuevo León,6,Chemical Products,3133235
